step,klcoef,entcoef,lr,rollout_time,horizon,speed,speed_rl,speed_rl_std,speed_human,inflow,outflow,inflow_hourly,outflow_hourly,collisions,collisions_human,fuel,backlog_step,n_total_veh_step,flow_horizontal,flow_vertical,global_reward_mean,reward_mean,value_mean,ret_mean,adv_mean,explained_variance,rollout_end_time,policy_loss,kl,entropy,value_loss,gd_time,total_time
68,0.025,0.01,0.001,9.53428,2000,4.40254,4.07818,3.68702,4.78405,509.25,492.062,1833.3,1771.42,14.125,8.3125,1.85112e+06,134.475,157.742,700,700,0.175406,0.000495277,0.11911,0.196222,0.0771192,0.0852242,0.0309765,-0.0753463,0.00158765,0.866592,1.38397,2.03869,
69,0.0125,0.01,0.001,10.9737,2000,4.25204,3.95135,3.6898,4.60268,507.812,490.75,1828.12,1766.7,14,8.125,1.89454e+06,131.156,155.189,700,700,0.175375,-0.000140425,0.185287,0.163762,-0.0214996,0.091072,0.0313621,0.0239948,0.00178565,0.87982,1.36235,2.38264,
70,0.00625,0.01,0.001,10.7391,2000,4.31627,4.00333,3.64891,4.68246,507.562,490,1827.22,1764,14.5625,7.9375,1.89128e+06,131.687,155.337,700,700,0.172187,-0.000358493,0.165137,0.150189,-0.0149338,0.0936127,0.0318201,0.0147629,0.00255944,0.879229,1.46842,2.41773,
71,0.003125,0.01,0.001,10.989,2000,4.47784,4.1454,3.67666,4.86888,512.188,491.438,1843.88,1769.18,16,9,1.74671e+06,129.061,151.946,700,700,0.165719,-0.000207179,0.163922,0.157232,-0.0066757,0.085381,0.0345977,0.0090088,0.00188972,0.868297,1.60135,1.5765,
72,0.0015625,0.01,0.001,11.5666,2000,4.2235,3.91858,3.61952,4.57979,504.875,489.312,1817.55,1761.53,12.125,6.8125,1.77349e+06,133.064,157.109,700,700,0.184031,0.0006277,0.129597,0.205986,0.0764027,0.107731,0.0314061,-0.0780242,0.00247442,0.878528,1.16334,1.61269,
73,0.00078125,0.01,0.001,11.7438,2000,4.1598,3.8732,3.662,4.49256,512,492.125,1843.2,1771.65,13.375,7.625,1.68185e+06,128.76,153.376,700,700,0.179187,-0.000171685,0.205646,0.160872,-0.0447721,0.105091,0.0328352,0.0448359,0.00104229,0.884768,1.22709,3.03253,
74,0.000390625,0.01,0.001,11.8963,2000,4.13551,3.84572,3.62186,4.47255,509.688,491.938,1834.88,1770.97,14.75,8.25,1.86981e+06,131.204,155.94,700,700,0.172219,-0.000992975,0.158336,0.129859,-0.0284712,0.101238,0.0321021,0.0296745,0.00275573,0.886273,1.40157,3.09068,
75,0.000195313,0.01,0.001,11.3284,2000,4.5695,4.21523,3.63089,4.98926,513.25,496.438,1847.7,1787.17,14.4375,8.1875,1.84918e+06,131.65,154.23,700,700,0.176031,0.00112046,0.175126,0.238781,0.0636696,0.0788949,0.0324687,-0.0644771,0.00209198,0.876437,1.40952,2.92119,
76,9.76563e-05,0.01,0.001,11.0349,2000,4.59167,4.22214,3.67692,5.03086,504.688,485.812,1816.88,1748.93,16.0625,8.4375,1.77014e+06,135.184,157.206,700,700,0.162594,-0.000249211,0.239649,0.169571,-0.0701021,0.0809983,0.033083,0.0705295,0.00134696,0.880472,1.79005,2.88597,
77,4.88281e-05,0.01,0.001,11.2189,2000,4.41001,4.0788,3.6278,4.80152,507.125,490,1825.65,1764,13.75,8.6875,1.76614e+06,133.039,156.082,700,700,0.17625,0.000923392,0.151114,0.221943,0.0708139,0.0945704,0.0323993,-0.0710598,0.00257811,0.888943,1.17819,3.11042,
78,2.44141e-05,0.01,0.001,10.8015,2000,4.2238,3.90514,3.58005,4.5997,493.875,475.188,1777.95,1710.67,14.5,8.0625,1.77766e+06,136.225,159.805,700,700,0.165094,-0.000966043,0.208711,0.11739,-0.0913135,0.0888088,0.0346146,0.0979334,0.00192267,0.891854,1.47972,2.58184,
