step,klcoef,entcoef,lr,rollout_time,horizon,speed,speed_rl,speed_rl_std,speed_human,inflow,outflow,inflow_hourly,outflow_hourly,collisions,collisions_human,fuel,backlog_step,n_total_veh_step,flow_horizontal,flow_vertical,global_reward_mean,reward_mean,value_mean,ret_mean,adv_mean,explained_variance,rollout_end_time,policy_loss,kl,entropy,value_loss,gd_time,total_time
61,0,0.01,0.0003,75.8965,2000,0.540761,0.511922,1.06086,0.572851,170.469,148.219,613.688,533.588,9.1875,3.8125,1.59e+06,11111.8,11173.4,700,700,-0.0747496,-0.00558511,-0.418559,-0.403396,0.0151445,0.41691,0.550351,-0.00106403,0.0151903,1.48774,0.285575,281.778,
62,0,0.01,0.0003,75.1086,2000,0.447017,0.426044,0.982324,0.470009,139.812,120.719,503.325,434.587,7.375,2.59375,1.57793e+06,11166.5,11225.3,700,700,-0.0694972,-0.00385523,-0.559353,-0.499113,0.0602182,0.443742,0.461185,-0.00318666,0.0126335,1.53584,0.100141,294.21,
63,0,0.01,0.0003,67.3675,2000,0.65979,0.625128,1.39862,0.698129,173.156,159.812,623.362,575.325,9.5625,3.4375,1.62302e+06,11084.7,11136.9,700,700,-0.303292,-0.0101654,-0.685996,-0.697333,-0.0113742,0.410427,0.422782,0.0009084,0.0191043,1.4783,0.890353,307.055,
64,0,0.01,0.0003,60.5793,2000,0.645369,0.614665,1.50035,0.67911,154.688,146.281,556.875,526.612,6.8125,2.53125,1.66543e+06,11176.5,11226.1,700,700,-0.0183308,0.000196792,-0.770731,-0.600573,0.170119,0.495184,0.122228,0.000667477,0.0132852,1.4987,0.127289,293.241,
65,0,0.01,0.0003,60.3323,2000,1.02362,0.977064,2.03355,1.07473,234.094,221.062,842.737,795.825,11.5,4.78125,1.57378e+06,11099.6,11146.4,700,700,-0.180706,-0.00338464,-0.382359,-0.33419,0.0481598,0.312866,0.180706,-5.65132e-05,0.0161387,1.45453,0.392368,293.226,
66,0,0.01,0.0003,46.0335,2000,1.73124,1.64499,2.72037,1.82785,290.281,286.188,1045.01,1030.27,12.5938,6.25,1.6707e+06,11093.7,11130.8,700,700,-0.201603,0.0169051,-0.126559,0.178895,0.305409,0.258933,0.21486,0.00497945,0.0242145,1.35512,19.4319,291.088,
67,0,0.01,0.0003,52.9573,2000,1.33893,1.26161,2.2694,1.42604,279.812,270,1007.33,972,13.4062,5.375,1.61592e+06,11075,11118.8,700,700,-0.288583,0.00314881,0.382,0.367159,-0.014852,0.198681,0.110733,0.00454079,0.0219471,1.41452,14.324,288.472,
68,0,0.01,0.0003,50.6667,2000,1.44841,1.35387,2.4329,1.55798,286.094,282.906,1029.94,1018.46,12.1875,5.5625,1.7438e+06,11043.3,11085,700,700,-0.156942,0.0133471,0.602876,0.698913,0.0960508,0.197216,0.856327,0.00336321,0.0210699,1.35967,7.51125,299.695,
69,0,0.01,0.0003,61.1864,2000,1.15142,1.08605,2.02557,1.22558,273.281,259,983.812,932.4,11.9375,5.25,1.52795e+06,11126.4,11175.3,700,700,-0.1606,0.00849376,0.678213,0.68054,0.00229601,0.217488,0.20907,0.00316101,0.0211625,1.38949,8.11953,323.835,
70,0,0.01,0.0003,45.1094,2000,1.73444,1.60613,2.80892,1.88598,291.125,289.656,1048.05,1042.76,10.125,4.84375,1.68883e+06,11042.1,11077.9,700,700,-0.0968435,0.0275319,0.876923,1.1033,0.226366,0.238063,0.176433,0.00394666,0.0230443,1.34292,21.8478,298.813,
71,0,0.01,0.0003,50.5446,2000,1.64091,1.5431,2.61394,1.75237,338.281,328.531,1217.81,1182.71,13.75,6.5,1.64591e+06,11021.2,11064,700,700,-0.228036,0.0181767,1.1261,1.15742,0.031282,0.181522,0.193919,0.00268951,0.0219989,1.34506,15.7387,294.328,
72,0,0.01,0.0003,41.3288,2000,1.72025,1.59636,2.87696,1.86584,286.031,292.25,1029.71,1052.1,8.5,4,1.86087e+06,11081.9,11117.2,700,700,0.0528257,0.0360627,1.38164,1.61105,0.22945,0.345305,0.166085,0.00246321,0.0211457,1.30486,0.437053,291.018,
73,0,0.01,0.0003,41.5219,2000,1.68701,1.56707,2.8126,1.82775,282.125,284.219,1015.65,1023.19,11.3125,5.96875,1.71615e+06,11083.7,11119.4,700,700,-0.156662,0.0274807,1.55974,1.60868,0.0489605,0.255238,0.111858,0.00281354,0.027283,1.20856,0.603851,307.482,
74,0,0.01,0.0003,53.5905,2000,1.47489,1.37787,2.37594,1.58616,319.312,306.281,1149.53,1102.61,14.9375,6.8125,1.63265e+06,11081.2,11126,700,700,-0.410683,0.00789907,1.7047,1.43338,-0.271345,0.133067,0.263439,0.00418557,0.0260024,1.3306,67.9597,301.06,
75,0,0.01,0.0003,50.2764,2000,1.45972,1.36208,2.5019,1.57193,270.219,271.25,972.787,976.5,9.5,4.5,1.99032e+06,11079.8,11118.8,700,700,0.00309987,0.0251562,1.8286,1.79996,-0.0286338,0.317975,0.186611,0.00318205,0.0261239,1.32591,0.382978,295.241,
76,0,0.01,0.0003,46.1522,2000,1.52465,1.41829,2.61472,1.64904,277.312,280.219,998.325,1008.79,9.0625,4.0625,1.89294e+06,11041,11079,700,700,-0.0854712,0.0244904,1.93967,1.86638,-0.0732817,0.283522,0.0958511,0.00309536,0.0240628,1.28558,2.49042,282.817,
77,0,0.01,0.0003,52.422,2000,1.52908,1.43266,2.54913,1.64002,315.094,309.5,1134.34,1114.2,9.875,5.25,1.61511e+06,11106,11148.5,700,700,-0.0183743,0.0251353,1.95213,1.88686,-0.0652935,0.306182,0.633779,0.00200572,0.0230121,1.23318,0.292149,290.076,
